Date,Price,Car Type,Avg Price,Last 30 days,Last 90 days,YoY Change
11-02-2008,5500.0,1987 4Runner,0,0.0,0.0,0.0
01-02-2009,5500.0,1987 4Runner,0,0.0,0.0,0.0
03-04-2009,31950.0,1987 4Runner,0,0.0,0.0,0.0
05-04-2009,2850.0,1987 4Runner,0,0.0,0.0,0.0
09-03-2009,3993.1052631578946,1987 4Runner,0,0.0,0.0,0.0
11-03-2009,3630.5636363636363,1987 4Runner,0,0.0,0.0,0.0
01-03-2010,5268.935483870968,1987 4Runner,0,0.0,0.0,0.0
03-05-2010,2999.0,1987 4Runner,0,0.0,0.0,0.0
05-05-2010,3772.0,1987 4Runner,0,0.0,0.0,0.0
11-04-2010,6988.0,1987 4Runner,0,0.0,0.0,0.0
05-06-2011,2533.3333333333335,1987 4Runner,0,0.0,0.0,0.0
09-05-2011,2476.590909090909,1987 4Runner,0,0.0,0.0,0.0
01-05-2012,6000.0,1987 4Runner,0,0.0,0.0,0.0
03-06-2012,3499.0,1987 4Runner,0,0.0,0.0,0.0
07-06-2012,3888.7272727272725,1987 4Runner,0,0.0,0.0,0.0
11-05-2012,7995.0,1987 4Runner,0,0.0,0.0,0.0
01-05-2013,7352.142857142857,1987 4Runner,0,0.0,0.0,0.0
03-07-2013,5853.717834472656,1987 4Runner,0,0.0,0.0,0.0
05-07-2013,5693.535260262574,1987 4Runner,0,0.0,0.0,0.0
07-07-2013,5708.580100446428,1987 4Runner,0,0.0,0.0,0.0
09-06-2013,6955.640883977901,1987 4Runner,0,0.0,0.0,0.0
11-06-2013,6703.7027027027025,1987 4Runner,0,0.0,0.0,0.0
01-06-2014,5300.866314444124,1987 4Runner,0,0.0,0.0,0.0
03-08-2014,3302.2863396705666,1987 4Runner,0,0.0,0.0,0.0
05-08-2014,4911.0,1987 4Runner,0,0.0,0.0,0.0
07-08-2014,2955.5119047619046,1987 4Runner,0,0.0,0.0,0.0
09-07-2014,3976.439924091312,1987 4Runner,0,0.0,0.0,0.0
11-07-2014,4722.857866298653,1987 4Runner,0,0.0,0.0,0.0
01-07-2015,8120.65306122449,1987 4Runner,0,0.0,0.0,0.0
03-09-2015,2895.0,1987 4Runner,0,0.0,0.0,0.0
05-09-2015,3914.5934065934066,1987 4Runner,0,0.0,0.0,0.0
07-09-2015,3904.6867469879517,1987 4Runner,0,0.0,0.0,0.0
09-08-2015,3103.103448275862,1987 4Runner,0,0.0,0.0,0.0
11-08-2015,4599.0,1987 4Runner,0,0.0,0.0,0.0
01-08-2016,4599.0,1987 4Runner,0,0.0,0.0,0.0
03-09-2016,4899.333333333333,1987 4Runner,0,0.0,0.0,0.0
05-09-2016,7774.166666666667,1987 4Runner,0,0.0,0.0,0.0
07-09-2016,6591.812694170321,1987 4Runner,0,0.0,0.0,0.0
09-08-2016,7783.889655172414,1987 4Runner,0,0.0,0.0,0.0
11-08-2016,7290.744680851064,1987 4Runner,0,0.0,0.0,0.0
01-08-2017,7298.185840707964,1987 4Runner,0,0.0,0.0,0.0
03-10-2017,6306.614583333333,1987 4Runner,0,0.0,0.0,0.0
05-10-2017,6676.294948032924,1987 4Runner,0,0.0,0.0,0.0
07-10-2017,11279.120986435439,1987 4Runner,0,0.0,0.0,0.0
09-09-2017,4858.794713903357,1987 4Runner,0,0.0,0.0,0.0
11-09-2017,5419.398403825431,1987 4Runner,0,0.0,0.0,0.0
01-09-2018,16052.036402925532,1987 4Runner,0,0.0,0.0,0.0
03-11-2018,12057.744032118055,1987 4Runner,0,0.0,0.0,0.0
05-11-2018,16764.938039679277,1987 4Runner,0,0.0,0.0,0.0
07-11-2018,12110.702153110047,1987 4Runner,0,0.0,0.0,0.0
09-10-2018,8576.15446960034,1987 4Runner,0,0.0,0.0,0.0
11-10-2018,10593.6,1987 4Runner,0,0.0,0.0,0.0
01-10-2019,6757.2052105402545,1987 4Runner,0,0.0,0.0,0.0
03-12-2019,6441.176470588235,1987 4Runner,0,0.0,0.0,0.0
05-12-2019,3880.089285714286,1987 4Runner,0,0.0,0.0,0.0
07-12-2019,3690.990990990991,1987 4Runner,0,0.0,0.0,0.0
09-11-2019,3207.843137254902,1987 4Runner,0,0.0,0.0,0.0
11-11-2019,9311.413683252427,1987 4Runner,0,0.0,0.0,0.0
01-11-2020,13142.778426204819,1987 4Runner,0,0.0,0.0,0.0
03-12-2020,16133.662162162162,1987 4Runner,0,0.0,0.0,0.0
05-12-2020,13981.409327651516,1987 4Runner,0,0.0,0.0,0.0
07-12-2020,19999.0,1987 4Runner,0,0.0,0.0,0.0
09-11-2020,19999.0,1987 4Runner,0,0.0,0.0,0.0
11-11-2020,18391.918026194853,1987 4Runner,0,0.0,0.0,0.0
01-11-2021,20643.545833333334,1987 4Runner,0,0.0,0.0,0.0
03-13-2021,43995.0,1987 4Runner,0,0.0,0.0,0.0
07-13-2021,11220.0,1987 4Runner,0,0.0,0.0,0.0
09-12-2021,11605.709677419354,1987 4Runner,0,0.0,0.0,0.0
11-12-2021,11278.44337599734,1987 4Runner,0,0.0,0.0,0.0
01-12-2022,12150.002987132353,1987 4Runner,0,0.0,0.0,0.0
03-14-2022,13900.0,1987 4Runner,0,0.0,0.0,0.0
05-14-2022,14493.22033898305,1987 4Runner,0,0.0,0.0,0.0
07-14-2022,23900.0,1987 4Runner,0,0.0,0.0,0.0
09-13-2022,23900.0,1987 4Runner,0,0.0,0.0,0.0
11-13-2022,17998.0,1987 4Runner,0,0.0,0.0,0.0
