Date,Price,Car Type,Avg Price,Last 30 days,Last 90 days,YoY Change
05-08-2014,4481.485691091577,1995 4Runner,7485,-3.32,15.9,-49.27
07-08-2014,4137.20742060005,1995 4Runner,7485,-3.32,15.9,-49.27
09-07-2014,4033.4445356220403,1995 4Runner,7485,-3.32,15.9,-49.27
11-07-2014,4489.834224288953,1995 4Runner,7485,-3.32,15.9,-49.27
01-07-2015,4319.633451021635,1995 4Runner,7485,-3.32,15.9,-49.27
03-09-2015,4163.845608961898,1995 4Runner,7485,-3.32,15.9,-49.27
05-09-2015,4564.43921219474,1995 4Runner,7485,-3.32,15.9,-49.27
07-09-2015,4418.601464979196,1995 4Runner,7485,-3.32,15.9,-49.27
09-08-2015,3997.81581757169,1995 4Runner,7485,-3.32,15.9,-49.27
11-08-2015,3906.9755074356913,1995 4Runner,7485,-3.32,15.9,-49.27
01-08-2016,3479.480338927279,1995 4Runner,7485,-3.32,15.9,-49.27
03-09-2016,3705.074817700032,1995 4Runner,7485,-3.32,15.9,-49.27
05-09-2016,3822.601981240429,1995 4Runner,7485,-3.32,15.9,-49.27
07-09-2016,3976.859556887472,1995 4Runner,7485,-3.32,15.9,-49.27
09-08-2016,4075.0669926844785,1995 4Runner,7485,-3.32,15.9,-49.27
11-08-2016,3841.247382350222,1995 4Runner,7485,-3.32,15.9,-49.27
01-08-2017,3873.604878104456,1995 4Runner,7485,-3.32,15.9,-49.27
03-10-2017,4296.432219867735,1995 4Runner,7485,-3.32,15.9,-49.27
05-10-2017,4147.22201076866,1995 4Runner,7485,-3.32,15.9,-49.27
07-10-2017,4133.146617887843,1995 4Runner,7485,-3.32,15.9,-49.27
09-09-2017,4772.012891414141,1995 4Runner,7485,-3.32,15.9,-49.27
11-09-2017,4128.173408018868,1995 4Runner,7485,-3.32,15.9,-49.27
01-09-2018,4020.3680409307067,1995 4Runner,7485,-3.32,15.9,-49.27
03-11-2018,4411.682026571856,1995 4Runner,7485,-3.32,15.9,-49.27
05-11-2018,4159.553266033254,1995 4Runner,7485,-3.32,15.9,-49.27
07-11-2018,3974.967884872119,1995 4Runner,7485,-3.32,15.9,-49.27
09-10-2018,3709.673239722989,1995 4Runner,7485,-3.32,15.9,-49.27
11-10-2018,4491.388459111077,1995 4Runner,7485,-3.32,15.9,-49.27
01-10-2019,4301.171203613281,1995 4Runner,7485,-3.32,15.9,-49.27
03-12-2019,4559.461948463336,1995 4Runner,7485,-3.32,15.9,-49.27
05-12-2019,4226.856881648936,1995 4Runner,7485,-3.32,15.9,-49.27
07-12-2019,4311.52863969722,1995 4Runner,7485,-3.32,15.9,-49.27
09-11-2019,4900.146439216041,1995 4Runner,7485,-3.32,15.9,-49.27
11-11-2019,4189.889411157024,1995 4Runner,7485,-3.32,15.9,-49.27
01-11-2020,3292.0882132504767,1995 4Runner,7485,-3.32,15.9,-49.27
03-12-2020,4247.721331476207,1995 4Runner,7485,-3.32,15.9,-49.27
05-12-2020,5891.325261865438,1995 4Runner,7485,-3.32,15.9,-49.27
07-12-2020,5807.322618804466,1995 4Runner,7485,-3.32,15.9,-49.27
